Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
House,592.02,"318 - 2 Old Mill Drive, Toronto, Ontario M6S0A2",2008.0,"Luxurious 1+1 Unit at 2 Old Mill Drive. Professionally cleaned and painted, vacant and ready for move-in! Carpet free with laminate floors throughout, 9 Ft ceilings and a walkout to balcony from spacious living room with modern privacy blinds. Master bedroom has large walk-in closet and a floor to ceiling window with blackout blinds. The den has a convenient open concept. A modern kitchen boasts quartz counters with breakfast bar, large deep sink and a custom tile backsplash. This suite has a tranquil west facing exposure allowing for stunning sunsets and steps to the amazing Bloor West Village and the South Kingsway neighborhood. Walk to Jane subway station, shows and restaurants. Top notch building amenities include: indoor saltwater pool, whirlpool, sauna, yoga studio, gym, theatre, fantastic roof top terrace with BBQ's, guest suites, onsite management and 24 hour concierge security. This spotless unit also comes with exclusive underground parking plus a locker. Appliances include: stainless steel fridge, stove, dishwasher and range hood as well as a full size stacked washer and dryer.","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
318 - 2 Old Mill Drive, Toronto, Ontario M6S0A2",toronto,60.39,USD,2,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,2669.45,"502 Wood Nettle Way, Waterloo, Ontario N2V 2Y1",3156.0,"4 over-sized bedroom, 4-bathroom with over 3600 sq ft of living space . This beautiful carpet free executive home is located in the desirable neighbourhood in Waterloo with high ranked schools situated close to all amenities, including shopping, schools, and highway access. 9 ft ceiling on main floor . From the moment you step into the foyer, you are wowed by the beautiful upgrades. The luxurious flooring flows throughout the home and showcases the trendy and modern decor. This gourmet kitchen offers loads of upgraded cabinetry, quartz countertops, and custom lighting. A convenient island, quality appliances complete the kitchen. Access to the backyard from the dinette ! The living room, which has a fabulous custom feature wall is the perfect space for entertaining. The oak staircase leads you up to the rec room which offers limitless possibilities for your family. The wonderful primary bedroom offers a here and his walk-in closet & luxurious spa-like ensuite. $4400.00 per month plus all utilities. Available for July 1st possession.","Basic Info
Indoor Feature
Outdoor Feature
Property Type
House
Building Size
2,669.45 sq ft
Rooms
4 bedroom(s), 4 bathroom(s)
Address
502 Wood Nettle Way, Waterloo, Ontario N2V 2Y1",waterloo,60.39,USD,4,4,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1097.92,"2377 Holyhead Drive, Burlington, Ontario L7P3V2",2152.0,Recently renovated bright open concept home in a family friendly neighborhood. Brand New Appliances! Spacious double driveway. Well-maintained spacious front and backyard. Available Fully Furnished! BASEMENT IS NOT INCLUDED!,"Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 1 bathroom(s)
Address
2377 Holyhead Drive, Burlington, Ontario L7P3V2",burlington,33.55,USD,3,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1097.92,"541 Walpole Crescent, Newmarket, Ontario L3X2A5",2223.0,"Rarely found 3 Bedroom Townhouse for lease. Renovated Kitchen With many great features, Open Concept of Living Room / Dining Room, 3 Bedrooms in 2nd floor, 2 Parking Spots for any family, Convenience location To Schools, Trails, Parks, Magna Centre, Hwy 404 And More! Welcome to check it out!","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
541 Walpole Crescent, Newmarket, Ontario L3X2A5",newmarket,84.78,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,990.28,"320 - 25 Kingsbridge Garden Circle, Mississauga, Ontario L5R4B1",2331.0,"Do Not Miss The Opportunity To Live This Upgraded Unit In The Amazing Hurontario Community Of Mississauga. Built By Tridel, You Will Feel Like You Are In A Luxury Hotel Right From The Entrance To The Unit With Amazing Finishes. The Condo Unit Features A Large Open Concept Living And Dining Rooms With Rich Laminate Floors, Large Windows & Walk Out To Balcony Overlooking The Front Greenery. Enjoy The Upgraded Chef's Kitchen With Porcelain Tiles, Stainless Steel Appliances, Breakfast Bar With Quartz Counters And Ample Storage. This Unit Comes With A Split Bedroom Layout With A Large Primary Bedroom Featuring 4 Pc Ensuite With Easy Step In Access To The Tub For The Elders And A Good Sized Walk In Closet & 2nd Bedroom That Can Comfortably Accommodate A Queen Bed And Features A Large Window And Closet. Den Can Be Used As A 3rd Bedroom Or A Cozy Workstation. Rent Includes All Utilities- Heat, Hydro And Water. With A Fresh Coat Of Paint Recently Done, There's To Do, But Just Move In And Enjoy. Building Amenities Include: Concierge, Games Room, Gym, Guest Suites, Indoor Pool, Outdoor Tennis Court & Party/meeting Room. With Easy Access To Highways 401, 403, QEW And 407, Square One Shopping Centre, Cooksville GO Station, Mi-Way 17 Mississauga Transit Stop At Your Door Step, Shops, Dining, Parks And The Soon to Come Hurontario Light Rail Transit And So Much More.","Basic Info
Outdoor Feature
Property Type
House
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
320 - 25 Kingsbridge Garden Circle, Mississauga, Ontario L5R4B1",mississauga,93.29,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,990.28,"728 - 10 Capreol Court, Toronto, Ontario M5V4B3",2654.0,"Welcome to the CityPlace Neighbourhood! A Luxury Living in Downtown Toronto complete with fully updated 3-bedroom, 2-bathroom condo featuring a functional spacious layout, freshly painted, and new vinyl flooring throughout. Enjoy premium Miele appliances and an oversized pantry wall opposite to the kitchen offering exceptional storage. Includes a private balcony, parking space, and locker. Resort-style array of building amenities: squash court, lap pool, aerobics/dance studio, hot yoga room, hot tub, and spa. Prime location steps to Canoe Landing Park, Chinatown, TTC, Rogers Centre, CN Tower, Harbourfront, top-rated restaurants, shops, Sobeys, banks, schools, library, and community centers. Move-in ready! Experience Urban Living At It's Best!","Basic Info
Property Type
House
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
728 - 10 Capreol Court, Toronto, Ontario M5V4B3",toronto,60.39,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1097.92,"245 Woburn Avenue S, Toronto, Ontario M5M1L1",3228.0,"Stunning Semi in Lawrence Park North, in the John Wanless School district. Custom built ins, freshly painted. Steps to Yonge Subway, TTC, vibrant shops, cozy cafs, places of worship, great schools and parks. Very friendly and quiet neighbourhood. Rent includes hydro, gas, heat, water.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
245 Woburn Avenue S, Toronto, Ontario M5M1L1",toronto,60.39,USD,2,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,990.28,"2 - 1666 Queen Street E, Toronto, Ontario M4L1G3",2435.0,"Upgraded Multi Level 3 Bedroom Townhouse.Prime Beach Location Across From Woodbine Upgraded Multi Level 3 Bedroom Townhouse.Prime Beach Location Across From Woodbine Park.Bright And Spacious.W/O To Deck And Patio From Eat In Kitchen.2 Full Baths, Storage Space Off Upper 3rd Bedroom, Huge Crawl Space For Storage On Main Level. In The Best Part Of The Complex.Very Private.Great Flow And An Abundance Of Light. Newer High Efficiency Heat Pump for air conditioning and heating , Underground Parking And Locker Included , Convenient Location Walk To Woodbine Beach , Ttc Bus","Basic Info
Outdoor Feature
Property Type
House
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
2 - 1666 Queen Street E, Toronto, Ontario M4L1G3",toronto,60.39,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,592.02,"605 - 509 Dundas Street W, Oakville, Ontario L6M5P4",1685.0,"Welcome to Suite 605 at Dun West Condos! A unit that finds that perfect balance between luxury, comfort, and convenience! A 1+1 bedroom-with-den, parking (second parking spot also included for $100 more), locker, and internet included (bring your own router). Offers 9' ceilings, stainless-steel appliances, ensuite laundry, and a utilitarian layout providing walk-out to a balcony from the living room. The den is perfect for office work. Multiple amenities like a fitness facility, yoga studio, outdoor terrace, party rooms, concierge, security, and more! Located in a growing part of Oakville; lovely parks, trails, golf courses, downtown, shops, specialty boutiques, waterfront, and proximity to Toronto. The condominium is part of Oakville's master-planned community, only adding to what any future resident has to experience here. A great opportunity!","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
605 - 509 Dundas Street W, Oakville, Ontario L6M5P4",oakville,71.94,USD,2,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,699.65,"17 Magnolia Avenue, Toronto, Ontario M1K3K2",2690.0,"Newly renovated 1100+ Sq Ft solid brick semi-detached home in Kennedy Park! This beautifully updated home features 3 spacious bedrooms, 2 bathrooms (1 three-piece and 1 two-piece), and a finished basement. The brand-new modern kitchen boasts stainless steel appliances, including a fridge, stove, and dishwasher, along with a new washer and dryer. Located in an excellent neighborhood, this home is just steps from public transit (Scarborough GO, Kennedy Station), top-rated schools (Corvette Junior Public School, St. John Henry Newman High School), the library, shopping, restaurants, and the stunning Scarborough Bluffs Park.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
17 Magnolia Avenue, Toronto, Ontario M1K3K2",toronto,60.39,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1097.92,"33 Brandon Crescent, New Tecumseth, Ontario L0G1W0",2116.0,"Welcome to this brand-new, 3-story, 3-bedroom townhouse available for lease in the up-and-coming community of Tottenham. Boasting a spacious open-concept layout, this home offers plenty of room for both relaxation and entertaining. Large windows allow natural light to flood the living areas, creating a bright and airy atmosphere throughout. The modern design and high-end finishes ensure both style and comfort. Located in a desirable community in south Tottenham, steps away from all amenities such as grocery stores, restaurants, medical clinics, community centres, schools, daycares, walking trails and conservation area. Easy commute to Hwys 400, 427 and the Airport.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
33 Brandon Crescent, New Tecumseth, Ontario L0G1W0",new tecumseth,60.39,USD,3,2,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,592.02,"516 - 25 Lower Simcoe Street, Toronto, Ontario M5J3A1",2080.0,"Spacious one bedroom plus den in Toronto's prime location with Direct access to the underground PATH! Laminate flooring through out, kitchen features granite countertop and Stainless Steel Appliances, and Breakfast Bar. Floor-To-Ceiling Windows With Laminate Flooring Throughout. Large terrace Facing west, with Unobstructed View Of C.N Tower, Steps To the Lake, Union Station, Acc, Rogers Centre, CN Tower, Scotia Bank Arena, Ripley's Aquarium, Harbourfront Centre to name a few! Parking and locker included!","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
516 - 25 Lower Simcoe Street, Toronto, Ontario M5J3A1",toronto,60.39,USD,2,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1097.92,"92 Lawrence Avenue, Richmond Hill, Ontario L4C1Z3",2080.0,"This well-maintained home features large windows in every room, filling the space with natural sunlight. With 3 bedrooms, 2 bathrooms, and hardwood and ceramic flooring throughout, it offers both comfort and style. A rare find in the area, this home comes with 2 full bathrooms, adding extra convenience for families. The open concept kitchen is equipped with updated appliances, and the huge private backyard includes a storage shed for added space.. Located in the high-demand Crosby community, you're just a short walk to Richmond Hill GO Station, with top-rated schools, parks, and shopping nearby. Dont miss out - Schedule a viewing today!","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
92 Lawrence Avenue, Richmond Hill, Ontario L4C1Z3",richmond hill,60.39,USD,3,2,07/05/2025,2025-05-07,08/05/2025,2025-05-08
House,1097.92,"18 Ravenrock Court, Toronto, Ontario M3A2Y9",1327.0,"Fully Furnished 1-Bedroom Apartment You Just Have To Move-In !Step Into This Spacious And Stylish One-Bedroom Apartment, Offering Privacy, Comfort, And Convenience. With Its Own Separate Entrance, This Beautifully Designed Space Features A Newly Renovated Kitchen, Ensuite Laundry, And Modern FurnishingsFully Furnished And Ready For You To Move In.Located In A Family-Friendly Neighborhood, Youll Find Yourself Close To All Amenities, Including Shopping, Dining, And Transit Options. Plus, One Parking Space Is Available, Shared With A Friendly Neighbor.Dont Miss Out On This Fantastic Rental Opportunity! Tenant to pay 30% Of Utilites.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
18 Ravenrock Court, Toronto, Ontario M3A2Y9",toronto,60.39,USD,1,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,699.65,"3F - 550 College Street, Toronto, Ontario M6G1B1",2650.0,"Recently Updated And Ready For Immediate Occupancy, This Bright And Spacious 1000+SF Two Bedroom Apartment Offers An Unbeatable Location In Prime Little Italy. Large Open Concept Living And Dining Room With A Walkout To An Incredible 1000 SF Rooftop Deck. Eat-In Kitchen With Full-Size Appliances, Two Generously-Sized Bedrooms, Both With South Light. New 4-PC Bath, Skylights, And In-Suite Laundry. Ideal For Shared Accommodation. Newly installed heat pump system, closet in second bedroom plus additional storage and track lighting added in the kitchen. Other Is Rooftop Deck. Steps To Transit And Shopping, With Convenient Access To UOT And The Downtown Core.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
3F - 550 College Street, Toronto, Ontario M6G1B1",toronto,60.39,USD,2,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
House,1991.32,"Basemen - 281 Mississaga Street, Oakville, Ontario L6L6J8",1290.0,"ALL INCLUSIVE!! Recently Renovated, Spacious 1 Bedroom Basement Apartment w/Private Entrance. Flat Ceilings, Lots of Pot Lights, All Wood Floors, Carpet Free, Large Living/Dining Combination, Large Kitchen and Bedroom, 4 Piece Bathroom. Close to Bronte Lakeshore, Family Friendly Neighborhood. Heat, Hydro, Water and 1 Parking Spot Included. Fridge, Stove, Microwave, Shared Laundry with Private Access.","Basic Info
Property Type
House
Building Size
1,991.32 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
Basemen - 281 Mississaga Street, Oakville, Ontario L6L6J8",oakville,71.94,USD,1,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
Apartment,699.65,"2 - 55 Innes Avenue, Toronto, Ontario M6E1N1",1614.0,"Brand NEW unit never lived in FREE High-Speed Fibre Internet 9-Foot Ceilings Maintenance-Free Available unfurnished ($2250) or Furnished ($2750) Be the very first to enjoy this stunning, brand-new 750 sq. ft. luxury unit, designed with meticulous attention to detail and offering a lifestyle far beyond the typical apartment rental. Boasting soaring 9-foot ceilings, this spacious and bright unit offers a level of sophistication rarely found on the market. The unit features a separate entrance for privacy and convenience, all brand-new equipment and appliances including a dishwasher and separate laundry within the unit, and individually metered utilities with separate panels for maximum efficiency. The custom-designed interiors are finished with glass railings and a custom shower, complemented by large windows and pot lights throughout, bathing the space in natural and ambient light. A BBQ gas line is available on the private deck, colour-changing LED lighting, with additional features including a security camera system, keyless entry, separate heating and cooling systems, foam insulation, and a fire alarm for year-round comfort and security. Custom roller blinds are already installed for your convenience, and the unit is professionally designed to be completely maintenance-free. As part of a purpose-built building, this unit has been created with luxury and practicality in mind, ensuring every detail caters to modern, upscale living. Don't miss the opportunity to make this exceptional unit your new home. EXTRAS Washer/Dryer, Dishwasher, Fridge, Stove, Microwave/Hood, BBQ Gas Line, Custom Roller Blinds, Keyless Entry, Security Camera System, Monitored Fire Alarm System, High-Speed Internet","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
2 - 55 Innes Avenue, Toronto, Ontario M6E1N1",toronto,60.39,USD,1,1,07/05/2025,2025-05-07,07/05/2025,2025-05-07
